NO,Kurs Jual,Kurs Beli,Tanggal
2675,9161,9069,12/20/2011
2676,9151,9059,12/21/2011
2677,9118,9028,12/22/2011
2678,9060,8970,12/23/2011
2679,9135,9045,12/27/2011
2680,9211,9119,12/28/2011
2681,9206,9114,12/29/2011
2682,9113,9023,12/30/2011
2683,9171,9079,1/2/2012
2684,9206,9114,1/3/2012
2685,9226,9134,1/4/2012
2686,9209,9117,1/5/2012
2687,9206,9114,1/6/2012
2688,9234,9142,1/9/2012
2689,9236,9144,1/10/2012
2690,9246,9154,1/11/2012
2691,9256,9164,1/12/2012
2692,9226,9134,1/13/2012
2693,9221,9129,1/16/2012
2694,9254,9162,1/17/2012
2695,9206,9114,1/18/2012
2696,9120,9030,1/19/2012
2697,9000,8910,1/20/2012
2698,9030,8940,1/24/2012
2699,9063,8973,1/25/2012
2700,9040,8950,1/26/2012
2701,9025,8935,1/27/2012
2702,9030,8940,1/30/2012
2703,9045,8955,1/31/2012
2704,9067,8977,2/1/2012
2705,8936,8848,2/2/2012
2706,9040,8950,2/3/2012
2707,9033,8943,2/6/2012
2708,9043,8953,2/7/2012
2709,9033,8943,2/8/2012
2710,8955,8865,2/9/2012
2711,9038,8948,2/10/2012
2712,9068,8978,2/13/2012
2713,9082,8992,2/14/2012
2714,9085,8995,2/15/2012
2715,9040,8950,2/16/2012
2716,9073,8983,2/17/2012
2717,9080,8990,2/20/2012
2718,9090,9000,2/21/2012
2719,9104,9014,2/22/2012
2720,9115,9025,2/23/2012
2721,9115,9025,2/24/2012
2722,9156,9064,2/27/2012
2723,9204,9112,2/28/2012
2724,9130,9040,2/29/2012
2725,9143,9053,3/1/2012
2726,9154,9062,3/2/2012
2727,9176,9084,3/5/2012
2728,9209,9117,3/6/2012
2729,9236,9144,3/7/2012
2730,9209,9117,3/8/2012
2731,9179,9087,3/9/2012
2732,9206,9114,3/12/2012
2733,9211,9119,3/13/2012
2734,9239,9147,3/14/2012
2735,9239,9147,3/15/2012
2736,9224,9132,3/16/2012
2737,9214,9122,3/19/2012
2738,9206,9114,3/20/2012
2739,9226,9134,3/21/2012
2740,9219,9127,3/22/2012
2741,9227,9135,3/26/2012
2742,9234,9142,3/27/2012
2743,9226,9134,3/28/2012
2744,9234,9142,3/29/2012
2745,9226,9134,3/30/2012
2746,9209,9117,4/2/2012
2747,9191,9099,4/3/2012
2748,9204,9112,4/4/2012
2749,9205,9113,4/5/2012
2750,9214,9122,4/9/2012
2751,9211,9119,4/10/2012
2752,9216,9124,4/11/2012
2753,9219,9127,4/12/2012
2754,9220,9128,4/13/2012
2755,9219,9127,4/16/2012
2756,9224,9132,4/17/2012
2757,9223,9131,4/18/2012
2758,9228,9136,4/19/2012
2759,9230,9138,4/20/2012
2760,9230,9138,4/23/2012
2761,9239,9147,4/24/2012
2762,9240,9148,4/25/2012
2763,9236,9144,4/26/2012
2764,9236,9144,4/27/2012
2765,9236,9144,4/30/2012
2766,9239,9147,5/1/2012
2767,9239,9147,5/2/2012
2768,9242,9150,5/3/2012
2769,9264,9172,5/4/2012
2770,9271,9179,5/7/2012
2771,9266,9174,5/8/2012
2772,9271,9179,5/9/2012
2773,9293,9201,5/10/2012
2774,9226,9134,5/11/2012
2775,9266,9174,5/14/2012
2776,9311,9219,5/15/2012
2777,9326,9234,5/16/2012
2778,9314,9222,5/21/2012
2779,9311,9219,5/22/2012
2780,9321,9229,5/23/2012
2781,9326,9234,5/24/2012
2782,9357,9263,5/25/2012
2783,9472,9378,5/28/2012
2784,9522,9428,5/29/2012
2785,9618,9522,5/30/2012
2786,9613,9517,5/31/2012
2787,9380,9286,6/1/2012
2788,9510,9416,6/4/2012
2789,9510,9416,6/5/2012
2790,9512,9418,6/6/2012
2791,9422,9328,6/7/2012
2792,9480,9386,6/8/2012
2793,9480,9386,6/11/2012
2794,9495,9401,6/12/2012
2795,9502,9408,6/13/2012
2796,9515,9421,6/14/2012
2797,9515,9421,6/15/2012
2798,9485,9391,6/18/2012
2799,9485,9391,6/19/2012
2800,9510,9416,6/20/2012
2801,9520,9426,6/21/2012
2802,9520,9426,6/22/2012
2803,9527,9433,6/25/2012
2804,9517,9423,6/26/2012
2805,9522,9428,6/27/2012
2806,9527,9433,6/28/2012
2807,9527,9433,6/29/2012
2808,9448,9354,7/2/2012
2809,9475,9381,7/3/2012
2810,9412,9318,7/4/2012
2811,9430,9336,7/5/2012
2812,9450,9356,7/6/2012
2813,9485,9391,7/9/2012
2814,9490,9396,7/10/2012
2815,9507,9413,7/11/2012
2816,9509,9415,7/12/2012
2817,9527,9433,7/13/2012
2818,9525,9431,7/16/2012
2819,9521,9427,7/17/2012
2820,9510,9416,7/18/2012
2821,9517,9423,7/19/2012
2822,9525,9431,7/20/2012
2823,9540,9446,7/23/2012
2824,9535,9441,7/24/2012
2825,9537,9443,7/25/2012
2826,9540,9446,7/26/2012
2827,9532,9438,7/27/2012
2828,9532,9438,7/30/2012
2829,9532,9438,7/31/2012
2830,9515,9421,8/1/2012
2831,9526,9432,8/2/2012
2832,9532,9438,8/3/2012
2833,9508,9414,8/6/2012
2834,9519,9425,8/7/2012
2835,9522,9428,8/8/2012
2836,9530,9436,8/9/2012
2837,9524,9430,8/10/2012
2838,9527,9433,8/13/2012
2839,9537,9443,8/14/2012
2840,9541,9447,8/15/2012
2841,9545,9451,8/16/2012
2842,9542,9448,8/23/2012
2843,9552,9456,8/24/2012
2844,9563,9467,8/27/2012
2845,9583,9487,8/28/2012
2846,9601,9505,8/29/2012
2847,9621,9525,8/30/2012
2848,9608,9512,8/31/2012
2849,9633,9537,9/3/2012
2850,9626,9530,9/4/2012
2851,9636,9540,9/5/2012
2852,9640,9544,9/6/2012
2853,9641,9545,9/7/2012
2854,9631,9535,9/10/2012
2855,9637,9541,9/11/2012
2856,9626,9530,9/12/2012
2857,9631,9535,9/13/2012
2858,9621,9525,9/14/2012
2859,9497,9403,9/17/2012
2860,9540,9446,9/18/2012
2861,9595,9499,9/19/2012
2862,9587,9491,9/20/2012
2863,9606,9510,9/21/2012
2864,9608,9512,9/24/2012
2865,9628,9532,9/25/2012
2866,9628,9532,9/26/2012
2867,9638,9542,9/27/2012
2868,9636,9540,9/28/2012
2869,9641,9545,10/1/2012
2870,9631,9535,10/2/2012
2871,9638,9542,10/3/2012
2872,9633,9537,10/4/2012
2873,9638,9542,10/5/2012
2874,9638,9542,10/8/2012
2875,9648,9552,10/9/2012
2876,9646,9550,10/10/2012
2877,9651,9555,10/11/2012
2878,9653,9557,10/12/2012
2879,9641,9545,10/15/2012
2880,9633,9537,10/16/2012
2881,9633,9537,10/17/2012
2882,9633,9537,10/18/2012
2883,9638,9542,10/19/2012
2884,9641,9545,10/22/2012
2885,9663,9567,10/23/2012
2886,9663,9567,10/24/2012
2887,9662,9566,10/25/2012
2888,9653,9557,10/29/2012
2889,9653,9557,10/30/2012
2890,9663,9567,10/31/2012
2891,9676,9580,11/1/2012
2892,9676,9580,11/2/2012
2893,9676,9580,11/5/2012
2894,9681,9585,11/6/2012
2895,9678,9582,11/7/2012
2896,9686,9590,11/8/2012
2897,9681,9585,11/9/2012
2898,9683,9587,11/12/2012
2899,9685,9589,11/13/2012
2900,9686,9590,11/14/2012
2901,9687,9591,11/19/2012
2902,9686,9590,11/20/2012
2903,9691,9595,11/21/2012
2904,9687,9591,11/22/2012
2905,9676,9580,11/23/2012
2906,9666,9570,11/26/2012
2907,9651,9555,11/27/2012
2908,9656,9560,11/28/2012
2909,9658,9562,11/29/2012
2910,9653,9557,11/30/2012
2911,9646,9550,12/3/2012
2912,9653,9557,12/4/2012
2913,9653,9557,12/5/2012
2914,9661,9565,12/6/2012
2915,9673,9577,12/7/2012
2916,9701,9605,12/10/2012
2917,9696,9600,12/11/2012
2918,9693,9597,12/12/2012
2919,9691,9595,12/13/2012
2920,9693,9597,12/14/2012
2921,9693,9597,12/17/2012
2922,9691,9595,12/18/2012
2923,9697,9601,12/19/2012
2924,9708,9612,12/20/2012
2925,9735,9639,12/21/2012
2926,9756,9658,12/26/2012
2927,9733,9637,12/27/2012
2928,9718,9622,12/28/2012
2929,9733,9637,1/2/2013
2930,9718,9622,1/3/2013
2931,9723,9627,1/4/2013
2932,9787,9689,1/7/2013
2933,9789,9691,1/8/2013
2934,9789,9691,1/9/2013
2935,9764,9666,1/10/2013
2936,9708,9612,1/11/2013
2937,9718,9622,1/14/2013
2938,9789,9691,1/15/2013
2939,9738,9642,1/16/2013
2940,9738,9642,1/17/2013
2941,9733,9637,1/18/2013
2942,9728,9632,1/21/2013
2943,9688,9592,1/22/2013
2944,9683,9587,1/23/2013
2945,9691,9595,1/25/2013
2946,9718,9622,1/28/2013
2947,9728,9632,1/29/2013
2948,9738,9642,1/30/2013
2949,9746,9650,1/31/2013
2950,9749,9651,2/1/2013
2951,9721,9625,2/4/2013
2952,9745,9649,2/5/2013
2953,9734,9638,2/6/2013
2954,9774,9676,2/7/2013
2955,9733,9637,2/8/2013
2956,9706,9610,2/11/2013
2957,9682,9586,2/12/2013
2958,9692,9596,2/13/2013
2959,9713,9617,2/14/2013
2960,9732,9636,2/15/2013
2961,9728,9632,2/18/2013
2962,9762,9664,2/19/2013
2963,9753,9655,2/20/2013
2964,9752,9654,2/21/2013
2965,9762,9664,2/22/2013
2966,9762,9664,2/25/2013
2967,9754,9656,2/26/2013
2968,9732,9636,2/27/2013
2969,9715,9619,2/28/2013
2970,9726,9630,3/1/2013
2971,9753,9655,3/4/2013
2972,9754,9656,3/5/2013
2973,9734,9638,3/6/2013
2974,9745,9649,3/7/2013
2975,9736,9640,3/8/2013
2976,9736,9640,3/11/2013
2977,9746,9650,3/13/2013
2978,9752,9654,3/14/2013
2979,9749,9651,3/15/2013
2980,9767,9669,3/18/2013
2981,9754,9656,3/19/2013
2982,9772,9674,3/20/2013
2983,9775,9677,3/21/2013
2984,9792,9694,3/22/2013
2985,9777,9679,3/25/2013
2986,9794,9696,3/26/2013
2987,9774,9676,3/27/2013
2988,9768,9670,3/28/2013
2989,9784,9686,4/1/2013
2990,9786,9688,4/2/2013
2991,9792,9694,4/3/2013
2992,9798,9700,4/4/2013
2993,9802,9704,4/5/2013
2994,9805,9707,4/8/2013
2995,9792,9694,4/9/2013
2996,9740,9644,4/10/2013
2997,9736,9640,4/11/2013
2998,9759,9661,4/12/2013
2999,9759,9661,4/15/2013
3000,9772,9674,4/16/2013
3001,9759,9661,4/17/2013
3002,9772,9674,4/18/2013
3003,9758,9660,4/19/2013
3004,9762,9664,4/22/2013
3005,9777,9679,4/23/2013
3006,9776,9678,4/24/2013
3007,9765,9667,4/25/2013
3008,9770,9672,4/26/2013
3009,9770,9672,4/29/2013
3010,9771,9673,4/30/2013
3011,9779,9681,5/1/2013
3012,9777,9679,5/2/2013
3013,9789,9691,5/3/2013
3014,9781,9683,5/6/2013
3015,9790,9692,5/7/2013
3016,9783,9685,5/8/2013
3017,9787,9689,5/10/2013
3018,9789,9691,5/13/2013
3019,9784,9686,5/14/2013
3020,9797,9699,5/15/2013
3021,9799,9701,5/16/2013
3022,9812,9714,5/17/2013
3023,9809,9711,5/20/2013
3024,9814,9716,5/21/2013
3025,9814,9716,5/22/2013
3026,9823,9725,5/23/2013
3027,9821,9723,5/24/2013
3028,9841,9743,5/27/2013
3029,9859,9761,5/28/2013
3030,9859,9761,5/29/2013
3031,9860,9762,5/30/2013
3032,9851,9753,5/31/2013
3033,9860,9762,6/3/2013
3034,9854,9756,6/4/2013
3035,9856,9758,6/5/2013
3036,9839,9741,6/7/2013
3037,9855,9757,6/10/2013
3038,9870,9772,6/11/2013
3039,9905,9807,6/12/2013
3040,9936,9838,6/13/2013
3041,9935,9837,6/14/2013
3042,9930,9832,6/17/2013
3043,9968,9868,6/18/2013
3044,9960,9860,6/19/2013
3045,9977,9877,6/20/2013
3046,10010,9910,6/21/2013
3047,9981,9881,6/24/2013
3048,9998,9898,6/25/2013
3049,9989,9889,6/26/2013
3050,9987,9887,6/27/2013
3051,9979,9879,6/28/2013
3052,9984,9884,7/1/2013
3053,9990,9890,7/2/2013
3054,9991,9891,7/3/2013
3055,9995,9895,7/4/2013
3056,9995,9895,7/5/2013
3057,10010,9910,7/8/2013
3058,10010,9910,7/9/2013
3059,10020,9920,7/10/2013
3060,10029,9929,7/11/2013
3061,10030,9930,7/12/2013
3062,10074,9974,7/15/2013
3063,10086,9986,7/16/2013
3064,10090,9990,7/17/2013
3065,10109,10009,7/18/2013
3066,10120,10020,7/19/2013
3067,10118,10018,7/22/2013
3068,10273,10171,7/23/2013
3069,10313,10211,7/24/2013
3070,10314,10212,7/25/2013
3071,10316,10214,7/26/2013
3072,10321,10219,7/29/2013
3073,10328,10226,7/30/2013
3074,10329,10227,7/31/2013
3075,10339,10237,8/1/2013
3076,10339,10237,8/2/2013
3077,10339,10237,8/6/2013
3078,10338,10236,8/12/2013
3079,10343,10241,8/13/2013
3080,10348,10246,8/14/2013
3081,10370,10266,8/15/2013
3082,10444,10340,8/16/2013
3083,10503,10399,8/19/2013
3084,10557,10451,8/20/2013
3085,10777,10669,8/21/2013
3086,10849,10741,8/22/2013
3087,10902,10794,8/23/2013
3088,10895,10787,8/26/2013
3089,10937,10829,8/27/2013
3090,11005,10895,8/28/2013
3091,10991,10881,8/29/2013
3092,10979,10869,8/30/2013
3093,10977,10867,9/2/2013
3094,11038,10928,9/3/2013
3095,11148,11038,9/4/2013
3096,11181,11069,9/5/2013
3097,11256,11144,9/6/2013
3098,11244,11132,9/9/2013
3099,11236,11124,9/10/2013
3100,11495,11381,9/11/2013
3101,11551,11437,9/12/2013
3102,11452,11338,9/13/2013
3103,11480,11366,9/16/2013
3104,11508,11394,9/17/2013
3105,11549,11435,9/18/2013
3106,11334,11222,9/19/2013
3107,11409,11295,9/20/2013
3108,11492,11378,9/23/2013
3109,11593,11477,9/24/2013
3110,11627,11511,9/25/2013
3111,11631,11515,9/26/2013
3112,11590,11474,9/27/2013
3113,11671,11555,9/30/2013
3114,11651,11535,10/1/2013
3115,11626,11510,10/2/2013
3116,11593,11477,10/3/2013
3117,11614,11498,10/4/2013
3118,11590,11474,10/7/2013
3119,11596,11480,10/8/2013
3120,11598,11482,10/9/2013
3121,11600,11484,10/10/2013
3122,11532,11418,10/11/2013
3123,11373,11259,10/16/2013
3124,11408,11294,10/17/2013
3125,11365,11251,10/18/2013
3126,11410,11296,10/21/2013
3127,11398,11284,10/22/2013
3128,11314,11202,10/23/2013
3129,11324,11212,10/24/2013
3130,11198,11086,10/25/2013
3131,11073,10963,10/28/2013
3132,11131,11021,10/29/2013
3133,11217,11105,10/30/2013
3134,11290,11178,10/31/2013
3135,11411,11297,11/1/2013
3136,11446,11332,11/4/2013
3137,11471,11357,11/6/2013
3138,11446,11332,11/7/2013
3139,11461,11347,11/8/2013
3140,11543,11429,11/11/2013
3141,11636,11520,11/12/2013
3142,11702,11586,11/13/2013
3143,11604,11488,11/14/2013
3144,11619,11503,11/15/2013
3145,11685,11569,11/18/2013
3146,11667,11551,11/19/2013
3147,11689,11573,11/20/2013
3148,11776,11658,11/21/2013
3149,11765,11647,11/22/2013
3150,11781,11663,11/25/2013
3151,11824,11706,11/26/2013
3152,11872,11754,11/27/2013
3153,11990,11870,11/28/2013
3154,12037,11917,11/29/2013
3155,12006,11886,12/2/2013
3156,11889,11771,12/3/2013
3157,12020,11900,12/4/2013
3158,12078,11958,12/5/2013
3159,12020,11900,12/6/2013
3160,12016,11896,12/9/2013
3161,12045,11925,12/10/2013
3162,12065,11945,12/11/2013
3163,12085,11965,12/12/2013
3164,12141,12021,12/13/2013
3165,12166,12044,12/16/2013
3166,12165,12043,12/17/2013
3167,12212,12090,12/18/2013
3168,12252,12130,12/19/2013
3169,12306,12184,12/20/2013
3170,12307,12185,12/23/2013
3171,12276,12154,12/24/2013
3172,12321,12199,12/27/2013
3173,12331,12209,12/30/2013
3174,12250,12128,12/31/2013
3175,12303,12181,1/2/2014
3176,12287,12165,1/3/2014
3177,12291,12169,1/6/2014
3178,12323,12201,1/7/2014
3179,12290,12168,1/8/2014
3180,12324,12202,1/9/2014
3181,12258,12136,1/10/2014
3182,12107,11987,1/13/2014
3183,12137,12017,1/15/2014
3184,12178,12056,1/16/2014
3185,12188,12066,1/17/2014
3186,12171,12049,1/20/2014
3187,12183,12061,1/21/2014
3188,12210,12088,1/22/2014
3189,12234,12112,1/23/2014
3190,12238,12116,1/24/2014
3191,12259,12137,1/27/2014
3192,12328,12206,1/28/2014
3193,12215,12093,1/29/2014
3194,12287,12165,1/30/2014
3195,12312,12190,2/3/2014
3196,12309,12187,2/4/2014
3197,12233,12111,2/5/2014
3198,12220,12098,2/6/2014
3199,12237,12115,2/7/2014
3200,12227,12105,2/10/2014
3201,12235,12113,2/11/2014
3202,12176,12054,2/12/2014
3203,12133,12013,2/13/2014
3204,11945,11827,2/14/2014
3205,11775,11657,2/17/2014
3206,11885,11767,2/18/2014
3207,11909,11791,2/19/2014
3208,11831,11713,2/20/2014
3209,11851,11733,2/21/2014
3210,11787,11669,2/24/2014
3211,11678,11562,2/25/2014
3212,11727,11611,2/26/2014
3213,11733,11617,2/27/2014
3214,11692,11576,2/28/2014
3215,11654,11538,3/3/2014
3216,11705,11589,3/4/2014
3217,11638,11522,3/5/2014
3218,11612,11496,3/6/2014
3219,11452,11338,3/7/2014
3220,11506,11392,3/10/2014
3221,11441,11327,3/11/2014
3222,11489,11375,3/12/2014
3223,11444,11330,3/13/2014
3224,11478,11364,3/14/2014
3225,11328,11216,3/17/2014
3226,11338,11226,3/18/2014
3227,11370,11256,3/19/2014
3228,11464,11350,3/20/2014
3229,11488,11374,3/21/2014
3230,11441,11327,3/24/2014
3231,11414,11300,3/25/2014
3232,11465,11351,3/26/2014
3233,11495,11381,3/27/2014
3234,11461,11347,3/28/2014
3235,11327,11215,4/1/2014
3236,11360,11246,4/2/2014
3237,11367,11253,4/3/2014
3238,11367,11253,4/4/2014
3239,11338,11226,4/7/2014
3240,11366,11252,4/8/2014
3241,11399,11285,4/10/2014
3242,11507,11393,4/11/2014
3243,11501,11387,4/14/2014
3244,11491,11377,4/15/2014
3245,11495,11381,4/16/2014
3246,11475,11361,4/17/2014
3247,11487,11373,4/21/2014
3248,11543,11429,4/22/2014
3249,11648,11532,4/23/2014
3250,11666,11550,4/24/2014
3251,11659,11543,4/25/2014
3252,11626,11510,4/28/2014
3253,11647,11531,4/29/2014
3254,11590,11474,4/30/2014
3255,11595,11479,5/2/2014
3256,11569,11453,5/5/2014
3257,11569,11453,5/6/2014
3258,11585,11469,5/7/2014
3259,11682,11566,5/8/2014
3260,11621,11505,5/9/2014
3261,11594,11478,5/12/2014
3262,11583,11467,5/13/2014
3263,11544,11430,5/14/2014
3264,11472,11358,5/16/2014
3265,11408,11294,5/19/2014
3266,11498,11384,5/20/2014
3267,11565,11449,5/21/2014
3268,11573,11457,5/22/2014
3269,11618,11502,5/23/2014
3270,11691,11575,5/26/2014
3271,11671,11555,5/28/2014
3272,11669,11553,5/30/2014
3273,11799,11681,6/2/2014
3274,11865,11747,6/3/2014
3275,11869,11751,6/4/2014
3276,11933,11815,6/5/2014
3277,11882,11764,6/6/2014
3278,11849,11731,6/9/2014
3279,11865,11747,6/10/2014
3280,11862,11744,6/11/2014
3281,11872,11754,6/12/2014
3282,11840,11722,6/13/2014
3283,11873,11755,6/16/2014
3284,11922,11804,6/17/2014
3285,12038,11918,6/18/2014
3286,11976,11856,6/19/2014
3287,12027,11907,6/20/2014
3288,12031,11911,6/23/2014
3289,12060,11940,6/24/2014
3290,12087,11967,6/25/2014
3291,12151,12031,6/26/2014
3292,12164,12042,6/27/2014
3293,12029,11909,6/30/2014
3294,11857,11739,7/1/2014
3295,11913,11795,7/2/2014
3296,12023,11903,7/3/2014
3297,11946,11828,7/4/2014
3298,11846,11728,7/7/2014
3299,11753,11637,7/8/2014
3300,11607,11491,7/10/2014
3301,11685,11569,7/11/2014
3302,11685,11569,7/14/2014
3303,11768,11650,7/15/2014
3304,11864,11746,7/16/2014
3305,11726,11610,7/17/2014
3306,11765,11647,7/18/2014
3307,11635,11519,7/21/2014
3308,11589,11473,7/22/2014
3309,11555,11441,7/23/2014
3310,11589,11473,7/24/2014
3311,11649,11533,7/25/2014
3312,11649,11533,8/1/2014
3313,11806,11688,8/4/2014
3314,11792,11674,8/5/2014
3315,11815,11697,8/6/2014
3316,11825,11707,8/7/2014
3317,11881,11763,8/8/2014
3318,11787,11669,8/11/2014
3319,11735,11619,8/12/2014
3320,11741,11625,8/13/2014
3321,11725,11609,8/14/2014
3322,11751,11635,8/15/2014
3323,11739,11623,8/18/2014
3324,11740,11624,8/19/2014
3325,11766,11648,8/20/2014
3326,11776,11658,8/21/2014
3327,11712,11596,8/22/2014
3328,11773,11655,8/25/2014
3329,11774,11656,8/26/2014
3330,11767,11649,8/27/2014
3331,11740,11624,8/28/2014
3332,11776,11658,8/29/2014
3333,11769,11651,9/1/2014
3334,11793,11675,9/2/2014
3335,11840,11722,9/3/2014
3336,11819,11701,9/4/2014
3337,11829,11711,9/5/2014
3338,11781,11663,9/8/2014
3339,11813,11695,9/9/2014
3340,11841,11723,9/10/2014
3341,11890,11772,9/11/2014
3342,11890,11772,9/12/2014
3343,11934,11816,9/15/2014
3344,11963,11843,9/16/2014
3345,11968,11848,9/17/2014
3346,12090,11970,9/18/2014
3347,12045,11925,9/19/2014
3348,12032,11912,9/22/2014
3349,12047,11927,9/23/2014
3350,12036,11916,9/24/2014
3351,12007,11887,9/25/2014
3352,12067,11947,9/26/2014
3353,12181,12059,9/29/2014
3354,12273,12151,9/30/2014
3355,12249,12127,10/1/2014
3356,12197,12075,10/2/2014
3357,12205,12083,10/3/2014
3358,12273,12151,10/6/2014
3359,12251,12129,10/7/2014
3360,12302,12180,10/8/2014
3361,12251,12129,10/9/2014
3362,12268,12146,10/10/2014
3363,12263,12141,10/13/2014
3364,12256,12134,10/14/2014
3365,12290,12168,10/15/2014
3366,12268,12146,10/16/2014
3367,12283,12161,10/17/2014
3368,12101,11981,10/20/2014
3369,12053,11933,10/21/2014
3370,12086,11966,10/22/2014
3371,12094,11974,10/23/2014
3372,12125,12005,10/24/2014
3373,12102,11982,10/27/2014
3374,12219,12097,10/28/2014
3375,12224,12102,10/29/2014
3376,12226,12104,10/30/2014
3377,12142,12022,10/31/2014
3378,12166,12044,11/3/2014
3379,12191,12069,11/4/2014
3380,12152,12032,11/5/2014
3381,12240,12118,11/6/2014
3382,12210,12088,11/7/2014
3383,12199,12077,11/10/2014
3384,12224,12102,11/11/2014
3385,12266,12144,11/12/2014
3386,12252,12130,11/13/2014
3387,12267,12145,11/14/2014
3388,12254,12132,11/17/2014
3389,12207,12085,11/18/2014
3390,12185,12063,11/19/2014
3391,12222,12100,11/20/2014
3392,12222,12100,11/21/2014
3393,12183,12061,11/24/2014
3394,12227,12105,11/25/2014
3395,12221,12099,11/26/2014
3396,12240,12118,11/27/2014
3397,12257,12135,11/28/2014
3398,12325,12203,12/1/2014
3399,12337,12215,12/2/2014
3400,12356,12234,12/3/2014
3401,12380,12256,12/4/2014
3402,12357,12235,12/5/2014
3403,12414,12290,12/8/2014
3404,12409,12285,12/9/2014
3405,12398,12274,12/10/2014
3406,12398,12274,12/11/2014
3407,12494,12370,12/12/2014
3408,12662,12536,12/15/2014
3409,12965,12835,12/16/2014
3410,12784,12656,12/17/2014
3411,12628,12502,12/18/2014
3412,12563,12437,12/19/2014
3413,12497,12373,12/22/2014
3414,12518,12394,12/23/2014
3415,12529,12405,12/24/2014
3416,12496,12372,12/29/2014
3417,12498,12374,12/30/2014
3418,12502,12378,12/31/2014
3419,12536,12412,1/2/2015
3420,12652,12526,1/5/2015
3421,12721,12595,1/6/2015
3422,12796,12668,1/7/2015
3423,12795,12667,1/8/2015
3424,12703,12577,1/9/2015
3425,12631,12505,1/12/2015
3426,12671,12545,1/13/2015
3427,12643,12517,1/14/2015
3428,12680,12554,1/15/2015
3429,12656,12530,1/16/2015
3430,12675,12549,1/19/2015
3431,12722,12596,1/20/2015
3432,12620,12494,1/21/2015
3433,12513,12389,1/22/2015
3434,12506,12382,1/23/2015
3435,12580,12454,1/26/2015
3436,12555,12431,1/27/2015
3437,12560,12436,1/28/2015
3438,12578,12452,1/29/2015
3439,12688,12562,1/30/2015
3440,12764,12636,2/2/2015
3441,12706,12580,2/3/2015
3442,12672,12546,2/4/2015
3443,12716,12590,2/5/2015
3444,12676,12550,2/6/2015
3445,12742,12616,2/9/2015
3446,12707,12581,2/10/2015
3447,12764,12636,2/11/2015
3448,12858,12730,2/12/2015
3449,12833,12705,2/13/2015
3450,12806,12678,2/16/2015
3451,12821,12693,2/17/2015
3452,12868,12740,2/18/2015
3453,12913,12785,2/20/2015
3454,12877,12749,2/23/2015
3455,12930,12802,2/24/2015
3456,12951,12823,2/25/2015
3457,12926,12798,2/26/2015
3458,12927,12799,2/27/2015
3459,13058,12928,3/2/2015
3460,13027,12897,3/3/2015
3461,13028,12898,3/4/2015
3462,13087,12957,3/5/2015
3463,13048,12918,3/6/2015
3464,13112,12982,3/9/2015
3465,13124,12994,3/10/2015
3466,13230,13098,3/11/2015
3467,13242,13110,3/12/2015
3468,13257,13125,3/13/2015
3469,13303,13171,3/16/2015
3470,13275,13143,3/17/2015
3471,13230,13098,3/18/2015
3472,13073,12943,3/19/2015
3473,13140,13010,3/20/2015
3474,13141,13011,3/23/2015
3475,13037,12907,3/24/2015
3476,12997,12867,3/25/2015
3477,13068,12938,3/26/2015
3478,13129,12999,3/27/2015
3479,13151,13021,3/30/2015
3480,13149,13019,3/31/2015
3481,13108,12978,4/1/2015
3482,13065,12935,4/2/2015
3483,13007,12877,4/6/2015
3484,13047,12917,4/7/2015
3485,13067,12937,4/8/2015
3486,13038,12908,4/9/2015
3487,12975,12845,4/10/2015
3488,13010,12880,4/13/2015
3489,13044,12914,4/14/2015
3490,13041,12911,4/15/2015
3491,12902,12774,4/16/2015
3492,12927,12799,4/17/2015
3493,12939,12811,4/20/2015
3494,13007,12877,4/21/2015
3495,13017,12887,4/22/2015
3496,13004,12874,4/23/2015
3497,13006,12876,4/24/2015
3498,12987,12857,4/27/2015
3499,13043,12913,4/28/2015
3500,13029,12899,4/29/2015
3501,13002,12872,4/30/2015
3502,13086,12956,5/4/2015
3503,13058,12928,5/5/2015
3504,13105,12975,5/6/2015
3505,13130,13000,5/7/2015
3506,13243,13111,5/8/2015
3507,13182,13050,5/11/2015
3508,13269,13137,5/12/2015
3509,13254,13122,5/13/2015
3510,13155,13025,5/15/2015
3511,13182,13050,5/18/2015
3512,13249,13117,5/19/2015
3513,13235,13103,5/20/2015
3514,13216,13084,5/21/2015
3515,13202,13070,5/22/2015
3516,13252,13120,5/25/2015
3517,13258,13126,5/26/2015
3518,13295,13163,5/27/2015
3519,13271,13139,5/28/2015
3520,13277,13145,5/29/2015
3521,13296,13164,6/1/2015
3522,13262,13130,6/3/2015
3523,13309,13177,6/4/2015
3524,13354,13222,6/5/2015
3525,13427,13293,6/8/2015
3526,13429,13295,6/9/2015
3527,13396,13262,6/10/2015
3528,13358,13226,6/11/2015
3529,13384,13250,6/12/2015
3530,13400,13266,6/15/2015
3531,13400,13266,6/16/2015
3532,13434,13300,6/17/2015
3533,13408,13274,6/18/2015
3534,13391,13257,6/19/2015
3535,13385,13251,6/22/2015
3536,13383,13249,6/23/2015
3537,13346,13214,6/24/2015
3538,13390,13256,6/25/2015
3539,13405,13271,6/26/2015
3540,13423,13289,6/29/2015
3541,13399,13265,6/30/2015
3542,13398,13264,7/1/2015
3543,13404,13270,7/2/2015
3544,13383,13249,7/3/2015
3545,13420,13286,7/6/2015
3546,13380,13246,7/7/2015
3547,13413,13279,7/8/2015
