NO,Kurs Jual,Kurs Beli,Tanggal
5153,14370.5,14227.51,1/12/2022
5154,14373.51,14230.49,1/13/2022
5155,14382.56,14239.45,1/14/2022
5156,14381.55,14238.45,1/17/2022
5157,14394.62,14251.39,1/18/2022
5158,14396.63,14253.38,1/19/2022
5159,14441.85,14298.15,1/20/2022
5160,14425.77,14282.23,1/21/2022
5161,14418.74,14275.27,1/24/2022
5162,14398.64,14255.37,1/25/2022
5163,14429.79,14286.21,1/26/2022
5164,14417.73,14274.27,1/27/2022
5165,14456.93,14313.08,1/28/2022
5166,14452.91,14309.1,1/31/2022
5167,14463.96,14320.04,2/2/2022
5168,14418.74,14275.27,2/3/2022
5169,14452.91,14309.1,2/4/2022
5170,14447.88,14304.12,2/7/2022
5171,14476.02,14331.98,2/8/2022
5172,14456.93,14313.08,2/9/2022
5173,14437.83,14294.17,2/10/2022
5174,14415.72,14272.28,2/11/2022
5175,14430.8,14287.21,2/14/2022
5176,14409.69,14266.31,2/15/2022
5177,14363.46,14220.54,2/16/2022
5178,14349.39,14206.61,2/17/2022
5179,14372.51,14229.5,2/18/2022
5180,14410.7,14267.31,2/21/2022
5181,14400.65,14257.36,2/22/2022
5182,14433.81,14290.19,2/23/2022
5183,14426.78,14283.23,2/24/2022
5184,14442.86,14299.15,2/25/2022
5185,14440.85,14297.16,3/1/2022
5186,14421.75,14278.25,3/2/2022
5187,14444.87,14301.14,3/4/2022
5188,14454.92,14311.09,3/7/2022
5189,14483.06,14338.95,3/8/2022
5190,14465.97,14322.03,3/9/2022
5191,14442.86,14299.15,3/10/2022
5192,14369.49,14226.51,3/11/2022
5193,14377.53,14234.47,3/14/2022
5194,14399.64,14256.36,3/15/2022
5195,14392.61,14249.4,3/16/2022
5196,14382.56,14239.45,3/17/2022
5197,14361.45,14218.55,3/18/2022
5198,14411.7,14268.3,3/21/2022
5199,14412.71,14269.3,3/22/2022
5200,14429.79,14286.21,3/23/2022
5201,14422.76,14279.25,3/24/2022
5202,14432.81,14289.2,3/25/2022
5203,14412.71,14269.3,3/28/2022
5204,14431.8,14288.2,3/29/2022
5205,14435.82,14292.18,3/30/2022
5206,14420.75,14277.26,3/31/2022
5207,14428.79,14285.22,4/1/2022
5208,14435.82,14292.18,4/4/2022
5209,14433.81,14290.19,4/5/2022
5210,14419.74,14276.26,4/6/2022
5211,14435.82,14292.18,4/7/2022
5212,14430.8,14287.21,4/8/2022
5213,14436.83,14293.18,4/11/2022
5214,14441.85,14298.15,4/12/2022
5215,14435.82,14292.18,4/13/2022
5216,14430.8,14287.21,4/14/2022
5217,14420.75,14277.26,4/18/2022
5218,14427.78,14284.22,4/19/2022
5219,14418.74,14275.27,4/20/2022
5220,14422.76,14279.25,4/21/2022
5221,14419.74,14276.26,4/22/2022
5222,14432.81,14289.2,4/25/2022
5223,14524.26,14379.74,4/26/2022
5224,14484.06,14339.94,4/27/2022
5225,14490.09,14345.91,4/28/2022
5226,14552.4,14407.6,5/9/2022
5227,14606.67,14461.33,5/10/2022
5228,14618.73,14473.27,5/11/2022
5229,14618.73,14473.27,5/12/2022
5230,14657.93,14512.08,5/13/2022
5231,14692.1,14545.91,5/17/2022
5232,14724.26,14577.75,5/18/2022
5233,14755.41,14608.59,5/19/2022
5234,14804.66,14657.35,5/20/2022
5235,14734.31,14587.7,5/23/2022
5236,14738.33,14591.68,5/24/2022
5237,14726.27,14579.74,5/25/2022
5238,14718.23,14571.78,5/27/2022
5239,14650.89,14505.11,5/30/2022
5240,14616.72,14471.28,5/31/2022
5241,14664.96,14519.04,6/2/2022
5242,14598.63,14453.37,6/3/2022
5243,14503.16,14358.85,6/6/2022
5244,14534.31,14389.69,6/7/2022
5245,14536.32,14391.68,6/8/2022
5246,14549.39,14404.62,6/9/2022
5247,14627.78,14482.23,6/10/2022
5248,14641.85,14496.16,6/13/2022
5249,14745.36,14598.64,6/14/2022
5250,14802.65,14655.36,6/15/2022
5251,14819.73,14672.27,6/16/2022
5252,14814.71,14667.3,6/17/2022
5253,14902.14,14753.86,6/20/2022
5254,14910.18,14761.82,6/21/2022
5255,14878.02,14729.98,6/22/2022
5256,14934.3,14785.7,6/23/2022
5257,14909.18,14760.83,6/24/2022
5258,14920.23,14771.77,6/27/2022
5259,14876.01,14727.99,6/28/2022
5260,14911.19,14762.82,6/29/2022
5261,14922.24,14773.76,6/30/2022
5262,14956.41,14807.59,7/1/2022
5263,15030.78,14881.22,7/4/2022
5264,15034.8,14885.2,7/5/2022
5265,15064.95,14915.05,7/6/2022
5266,15090.08,14939.93,7/7/2022
5267,15060.93,14911.07,7/8/2022
5268,15055.91,14906.1,7/11/2022
5269,15043.84,14894.16,7/12/2022
5270,15067.97,14918.03,7/13/2022
5271,15059.92,14910.08,7/14/2022
5272,15074,14924,7/15/2022
5273,15074,14924,7/18/2022
5274,15060.93,14911.07,7/19/2022
5275,15066.96,14917.04,7/20/2022
5276,15058.92,14909.08,7/21/2022
5277,15092.08,14941.92,7/22/2022
5278,15099.12,14948.88,7/25/2022
5279,15066.96,14917.04,7/26/2022
5280,15058.92,14909.08,7/27/2022
5281,15095.1,14944.9,7/28/2022
5282,15032.79,14883.21,7/29/2022
5283,14934.3,14785.7,8/1/2022
5284,14948.37,14799.63,8/2/2022
5285,14962.44,14813.56,8/3/2022
5286,14991.58,14842.42,8/4/2022
5287,15003.65,14854.35,8/5/2022
5288,14978.52,14829.48,8/8/2022
5289,14989.58,14840.42,8/9/2022
5290,14936.31,14787.69,8/10/2022
5291,14949.38,14800.63,8/11/2022
5292,14873,14725,8/12/2022
5293,14761.44,14614.56,8/15/2022
5294,14800.64,14653.36,8/16/2022
5295,14840.83,14693.17,8/18/2022
5296,14896.11,14747.89,8/19/2022
5297,14932.29,14783.71,8/22/2022
5298,14956.41,14807.59,8/23/2022
5299,14967.47,14818.53,8/24/2022
5300,14925.25,14776.75,8/25/2022
5301,14901.14,14752.86,8/26/2022
5302,14888.07,14739.93,8/29/2022
5303,14961.43,14812.57,8/30/2022
5304,14949.38,14800.63,8/31/2022
5305,14927.26,14778.74,9/1/2022
5306,14958.42,14809.58,9/2/2022
5307,14974.5,14825.5,9/5/2022
5308,14994.6,14845.4,9/6/2022
5309,14959.42,14810.58,9/7/2022
5310,15001.64,14852.36,9/8/2022
5311,14979.52,14830.48,9/9/2022
5312,14920.23,14771.77,9/12/2022
5313,14913.19,14764.81,9/13/2022
5314,14935.31,14786.69,9/14/2022
5315,14997.61,14848.39,9/15/2022
5316,14973.5,14824.5,9/16/2022
5317,15013.69,14864.31,9/19/2022
5318,15054.9,14905.1,9/20/2022
5319,15049.88,14900.13,9/21/2022
5320,15086.06,14935.94,9/22/2022
5321,15108.17,14957.83,9/23/2022
5322,15110.17,14959.83,9/26/2022
5323,15194.59,15043.41,9/27/2022
5324,15230.77,15079.23,9/28/2022
5325,15319.22,15166.78,9/29/2022
5326,15323.24,15170.76,9/30/2022
5327,15308.16,15155.84,10/3/2022
5328,15369.47,15216.53,10/4/2022
5329,15352.38,15199.62,10/5/2022
5330,15271.98,15120.02,10/6/2022
5331,15272.99,15121.01,10/7/2022
5332,15322.23,15169.77,10/10/2022
5333,15375.5,15222.5,10/11/2022
5334,15438.81,15285.19,10/12/2022
5335,15449.86,15296.14,10/13/2022
5336,15433.78,15280.22,10/14/2022
5337,15466.95,15313.05,10/17/2022
5338,15557.4,15402.6,10/18/2022
5339,15546.34,15391.66,10/19/2022
5340,15568.45,15413.55,10/20/2022
5341,15656.9,15501.1,10/21/2022
5342,15688.05,15531.95,10/24/2022
5343,15667.95,15512.05,10/25/2022
5344,15694.08,15537.92,10/26/2022
5345,15673.98,15518.02,10/27/2022
5346,15650.86,15495.14,10/28/2022
5347,15619.71,15464.29,10/31/2022
5348,15673.98,15518.02,11/1/2022
5349,15725.24,15568.76,11/2/2022
5350,15730.26,15573.74,11/3/2022
5351,15759.41,15602.59,11/4/2022
5352,15814.68,15657.32,11/7/2022
5353,15770.46,15613.54,11/8/2022
5354,15762.42,15605.58,11/9/2022
5355,15732.27,15575.73,11/10/2022
5356,15779.5,15622.5,11/11/2022
5357,15570.47,15415.53,11/14/2022
5358,15576.5,15421.5,11/15/2022
5359,15641.82,15486.18,11/16/2022
5360,15688.05,15531.95,11/17/2022
5361,15765.43,15608.57,11/18/2022
5362,15770.46,15613.54,11/21/2022
5363,15785.53,15628.47,11/22/2022
5364,15794.58,15637.42,11/23/2022
5365,15778.5,15621.5,11/24/2022
5366,15725.24,15568.76,11/25/2022
5367,15746.34,15589.66,11/28/2022
5368,15807.65,15650.35,11/29/2022
5369,15815.68,15658.32,11/30/2022
5370,15820.71,15663.29,12/1/2022
5371,15695.08,15538.92,12/2/2022
5372,15506.15,15351.85,12/5/2022
5373,15486.05,15331.95,12/6/2022
5374,15653.88,15498.12,12/7/2022
5375,15697.09,15540.91,12/8/2022
5376,15702.12,15545.88,12/9/2022
5377,15664.93,15509.07,12/12/2022
5378,15720.21,15563.79,12/13/2022
5379,15739.31,15582.69,12/14/2022
5380,15697.09,15540.91,12/15/2022
5381,15708.15,15551.85,12/16/2022
5382,15695.08,15538.92,12/19/2022
5383,15699.1,15542.9,12/20/2022
5384,15686.04,15529.96,12/21/2022
5385,15679,15523,12/22/2022
5386,15671.97,15516.03,12/23/2022
5387,15683.02,15526.98,12/26/2022
5388,15714.18,15557.82,12/27/2022
5389,15737.3,15580.7,12/28/2022
5390,15781.51,15624.49,12/29/2022
5391,15809.66,15652.34,12/30/2022
5392,15669.96,15514.04,1/2/2023
5393,15649.86,15494.14,1/3/2023
5394,15667.95,15512.05,1/4/2023
5395,15693.08,15536.92,1/5/2023
5396,15688.05,15531.95,1/6/2023
5397,15713.17,15556.83,1/9/2023
5398,15651.87,15496.13,1/10/2023
5399,15666.94,15511.06,1/11/2023
5400,15604.64,15449.36,1/12/2023
5401,15442.83,15289.17,1/13/2023
5402,15252.89,15101.11,1/16/2023
5403,15094.09,14943.91,1/17/2023
5404,15229.77,15078.23,1/18/2023
5405,15212.68,15061.32,1/19/2023
5406,15188.57,15037.43,1/20/2023
5407,15196.6,15045.4,1/24/2023
5408,15004.65,14855.35,1/25/2023
5409,15032.79,14883.21,1/26/2023
5410,15038.82,14889.18,1/27/2023
5411,15052.89,14903.11,1/30/2023
5412,15053.9,14904.1,1/31/2023
5413,15066.96,14917.04,2/1/2023
5414,15065.95,14916.05,2/2/2023
5415,14942.34,14793.66,2/3/2023
5416,14972.49,14823.51,2/6/2023
5417,15130.27,14979.73,2/7/2023
5418,15214.69,15063.31,2/8/2023
5419,15197.61,15046.39,2/9/2023
5420,15195.6,15044.4,2/10/2023
5421,15215.7,15064.3,2/13/2023
5422,15292.08,15139.92,2/14/2023
5423,15243.84,15092.16,2/15/2023
5424,15269.97,15118.03,2/16/2023
5425,15251.88,15100.12,2/17/2023
5426,15275,15123,2/20/2023
5427,15243.84,15092.16,2/21/2023
5428,15254.9,15103.1,2/22/2023
5429,15294.09,15141.91,2/23/2023
5430,15262.93,15111.07,2/24/2023
5431,15292.08,15139.92,2/27/2023
5432,15350.37,15197.63,2/28/2023
5433,15316.2,15163.8,3/1/2023
5434,15326.25,15173.75,3/2/2023
5435,15349.36,15196.64,3/3/2023
5436,15382.53,15229.47,3/6/2023
5437,15377.5,15224.5,3/7/2023
5438,15435.8,15282.2,3/8/2023
5439,15528.25,15373.75,3/9/2023
5440,15515.19,15360.81,3/10/2023
5441,15545.34,15390.66,3/13/2023
5442,15450.87,15297.13,3/14/2023
5443,15456.9,15303.1,3/15/2023
5444,15441.83,15288.17,3/16/2023
5445,15495.09,15340.91,3/17/2023
5446,15440.82,15287.18,3/20/2023
5447,15448.86,15295.14,3/21/2023
5448,15425.75,15272.25,3/24/2023
5449,15264.94,15113.06,3/27/2023
5450,15249.87,15098.13,3/28/2023
5451,15163.44,15012.56,3/29/2023
5452,15169.47,15018.53,3/30/2023
5453,15137.31,14986.69,3/31/2023
5454,15051.89,14902.11,4/3/2023
5455,15064.95,14915.05,4/4/2023
5456,14987.57,14838.43,4/5/2023
5457,15007.67,14858.33,4/6/2023
5458,15017.72,14868.28,4/10/2023
5459,14979.52,14830.48,4/11/2023
5460,14962.44,14813.56,4/12/2023
5461,14940.33,14791.67,4/13/2023
5462,14865.96,14718.04,4/14/2023
5463,14739.33,14592.67,4/17/2023
5464,14846.86,14699.14,4/18/2023
5465,14929.27,14780.73,4/26/2023
5466,14956.41,14807.59,4/27/2023
5467,14824.75,14677.25,4/28/2023
5468,14734.31,14587.69,5/2/2023
5469,14776.51,14629.49,5/3/2023
5470,14779.53,14632.47,5/4/2023
5471,14705.16,14558.84,5/5/2023
5472,14747.37,14600.63,5/8/2023
5473,14782.55,14635.45,5/9/2023
5474,14830.78,14683.22,5/10/2023
5475,14819.73,14672.27,5/11/2023
5476,14795.61,14648.39,5/12/2023
5477,14825.76,14678.24,5/15/2023
5478,14886.06,14737.94,5/16/2023
5479,14884.05,14735.95,5/17/2023
5480,14949.38,14800.63,5/19/2023
5481,15010.68,14861.32,5/22/2023
5482,14971.49,14822.51,5/23/2023
5483,14952.39,14803.61,5/24/2023
5484,14979.52,14830.48,5/25/2023
5485,15026.76,14877.24,5/26/2023
5486,15033.8,14884.2,5/29/2023
5487,15047.86,14898.14,5/30/2023
5488,15043.84,14894.16,5/31/2023
5489,15078.01,14927.99,6/5/2023
5490,14962.44,14813.56,6/6/2023
5491,14913.19,14764.81,6/7/2023
5492,14949.38,14800.63,6/8/2023
5493,14977.51,14828.49,6/9/2023
5494,14927.26,14778.74,6/12/2023
5495,14948.37,14799.63,6/13/2023
5496,14942.34,14793.66,6/14/2023
5497,14969.48,14820.52,6/15/2023
5498,15017.72,14868.28,6/16/2023
5499,15019.73,14870.27,6/19/2023
5500,15068.97,14919.03,6/20/2023
5501,15115.2,14964.8,6/21/2023
5502,15056.91,14907.09,6/22/2023
5503,14992.59,14843.41,6/23/2023
5504,15072.99,14923.01,6/26/2023
5505,15101.13,14950.87,6/27/2023
5506,15075,14925,7/3/2023
5507,15109.17,14958.83,7/4/2023
5508,15093.09,14942.91,7/5/2023
5509,15088.07,14937.93,7/6/2023
5510,15137.31,14986.69,7/7/2023
5511,15211.68,15060.32,7/10/2023
5512,15267.96,15116.04,7/11/2023
5513,15237.81,15086.19,7/12/2023
5514,15159.42,15008.58,7/13/2023
5515,15052.89,14903.11,7/14/2023
5516,15019.73,14870.27,7/17/2023
5517,15082.03,14931.97,7/18/2023
5518,15068.97,14919.03,7/20/2023
5519,15065.95,14916.05,7/21/2023
5520,15101.13,14950.87,7/24/2023
5521,15103.14,14952.86,7/25/2023
5522,15082.03,14931.97,7/26/2023
5523,15107.16,14956.84,7/27/2023
5524,15078.01,14927.99,7/28/2023
5525,15158.42,15007.58,7/31/2023
5526,15167.46,15016.54,8/1/2023
5527,15192.58,15041.42,8/2/2023
5528,15246.85,15095.15,8/3/2023
5529,15273.99,15122.01,8/4/2023
5530,15243.84,15092.16,8/7/2023
5531,15253.89,15102.11,8/8/2023
5532,15305.15,15152.85,8/9/2023
5533,15282.03,15129.97,8/10/2023
5534,15280.02,15127.98,8/11/2023
5535,15301.13,15148.88,8/14/2023
5536,15399.61,15246.39,8/15/2023
5537,15422.73,15269.27,8/16/2023
5538,15384.54,15231.46,8/18/2023
5539,15384.54,15231.46,8/21/2023
5540,15405.65,15252.35,8/22/2023
5541,15402.63,15249.37,8/23/2023
5542,15395.59,15242.41,8/24/2023
5543,15329.26,15176.74,8/25/2023
5544,15373.49,15220.51,8/28/2023
5545,15370.47,15217.53,8/29/2023
5546,15339.32,15186.68,8/30/2023
5547,15315.19,15162.81,8/31/2023
5548,15313.18,15160.82,9/1/2023
5549,15328.26,15175.74,9/4/2023
5550,15323.24,15170.76,9/5/2023
5551,15336.3,15183.7,9/6/2023
5552,15383.53,15230.47,9/7/2023
5553,15410.67,15257.33,9/8/2023
5554,15417.7,15264.3,9/11/2023
5555,15428.76,15275.24,9/12/2023
5556,15420.72,15267.28,9/13/2023
5557,15443.83,15290.17,9/14/2023
5558,15433.78,15280.22,9/15/2023
5559,15443.83,15290.17,9/18/2023
5560,15449.86,15296.14,9/19/2023
5561,15457.91,15304.09,9/20/2023
5562,15472.98,15319.02,9/21/2023
5563,15473.99,15320.01,9/22/2023
5564,15459.92,15306.08,9/25/2023
5565,15476,15322,9/26/2023
5566,15541.32,15386.68,9/27/2023
5567,15603.63,15448.37,9/29/2023
5568,15564.43,15409.57,10/2/2023
5569,15596.59,15441.41,10/3/2023
5570,15678,15522,10/4/2023
5571,15714.18,15557.82,10/5/2023
5572,15679,15523,10/6/2023
5573,15706.14,15549.86,10/9/2023
5574,15753.38,15596.63,10/10/2023
5575,15786.54,15629.46,10/11/2023
5576,15788.55,15631.45,10/12/2023
5577,15780.51,15623.49,10/13/2023
5578,15787.55,15630.45,10/16/2023
5579,15794.58,15637.42,10/17/2023
5580,15796.59,15639.41,10/18/2023
5581,15809.66,15652.34,10/19/2023
5582,15917.19,15758.81,10/20/2023
5583,15935.28,15776.72,10/23/2023
5584,16022.72,15863.28,10/24/2023
5585,15948.34,15789.66,10/25/2023
5586,15950.35,15791.65,10/26/2023
5587,16012.67,15853.33,10/27/2023
5588,16020.7,15861.3,10/30/2023
5589,15995.58,15836.42,10/31/2023
5590,15976.49,15817.51,11/1/2023
5591,16025.73,15866.27,11/2/2023
5592,15940.31,15781.69,11/3/2023
5593,15849.85,15692.15,11/6/2023
5594,15627.75,15472.25,11/7/2023
5595,15670.97,15515.03,11/8/2023
5596,15707.15,15550.85,11/9/2023
5597,15727.25,15570.75,11/10/2023
5598,15771.47,15614.53,11/13/2023
5599,15791.57,15634.43,11/14/2023
5600,15777.5,15620.5,11/15/2023
5601,15580.51,15425.49,11/16/2023
5602,15672.98,15517.02,11/17/2023
5603,15581.52,15426.48,11/20/2023
5604,15496.09,15341.91,11/21/2023
5605,15513.18,15358.82,11/22/2023
5606,15661.92,15506.08,11/23/2023
5607,15670.97,15515.03,11/24/2023
5608,15664.93,15509.07,11/27/2023
5609,15604.64,15449.36,11/28/2023
5610,15527.25,15372.75,11/29/2023
5611,15460.92,15307.08,11/30/2023
5612,15561.42,15406.58,12/1/2023
5613,15601.62,15446.38,12/4/2023
5614,15523.23,15368.77,12/5/2023
5615,15581.52,15426.48,12/6/2023
5616,15581.52,15426.48,12/7/2023
5617,15613.68,15458.32,12/8/2023
5618,15577.5,15422.5,12/11/2023
5619,15692.07,15535.93,12/12/2023
5620,15709.16,15552.84,12/13/2023
5621,15707.15,15550.85,12/14/2023
5622,15570.47,15415.53,12/15/2023
5623,15580.51,15425.49,12/18/2023
5624,15593.58,15438.42,12/19/2023
5625,15583.53,15428.47,12/20/2023
5626,15589.56,15434.44,12/21/2023
5627,15610.67,15455.33,12/22/2023
5628,15566.44,15411.56,12/27/2023
5629,15491.07,15336.93,12/28/2023
5630,15493.08,15338.92,12/29/2023
5631,15516.19,15361.81,1/2/2024
5632,15550.36,15395.64,1/3/2024
5633,15572.48,15417.52,1/4/2024
5634,15602.63,15447.38,1/5/2024
5635,15595.59,15440.41,1/8/2024
5636,15599.61,15444.39,1/9/2024
5637,15595.59,15440.41,1/10/2024
5638,15645.84,15490.16,1/11/2024
5639,15635.79,15480.21,1/12/2024
5640,15636.8,15481.2,1/15/2024
5641,15632.77,15477.23,1/16/2024
5642,15669.96,15514.04,1/17/2024
5643,15717.19,15560.81,1/18/2024
5644,15708.15,15551.85,1/19/2024
5645,15706.14,15549.86,1/22/2024
5646,15705.14,15548.86,1/23/2024
5647,15734.28,15577.72,1/24/2024
5648,15797.59,15640.41,1/25/2024
5649,15845.83,15688.17,1/26/2024
5650,15908.15,15749.85,1/29/2024
5651,15904.13,15745.88,1/30/2024
5652,15874.98,15717.02,1/31/2024
5653,15882.01,15723.99,2/1/2024
5654,15853.88,15696.13,2/2/2024
5655,15766.44,15609.56,2/5/2024
5656,15783.52,15626.48,2/6/2024
5657,15812.67,15655.33,2/7/2024
5658,15763.42,15606.58,2/12/2024
5659,15690.06,15533.94,2/13/2024
5660,15662.92,15507.08,2/15/2024
5661,15684.03,15527.97,2/16/2024
5662,15732.27,15575.73,2/19/2024
5663,15708.15,15551.85,2/20/2024
5664,15737.3,15580.7,2/21/2024
5665,15736.29,15579.71,2/22/2024
5666,15708.15,15551.85,2/23/2024
5667,15666.94,15511.06,2/26/2024
5668,15713.17,15556.83,2/27/2024
5669,15733.27,15576.73,2/28/2024
5670,15751.36,15594.64,2/29/2024
5671,15793.58,15636.42,3/1/2024
5672,15774.48,15617.52,3/4/2024
5673,15801.61,15644.39,3/5/2024
5674,15834.78,15677.22,3/6/2024
5675,15801.61,15644.39,3/7/2024
5676,15736.29,15579.71,3/8/2024
5677,15681.01,15524.99,3/13/2024
5678,15653.88,15498.12,3/14/2024
5679,15659.91,15504.09,3/15/2024
5680,15702.12,15545.88,3/18/2024
5681,15750.36,15593.64,3/19/2024
5682,15790.56,15633.44,3/20/2024
5683,15805.64,15648.36,3/21/2024
5684,15740.31,15583.69,3/22/2024
5685,15851.86,15694.14,3/25/2024
5686,15873.98,15716.02,3/26/2024
5687,15875.99,15718.01,3/27/2024
5688,15932.26,15773.74,3/28/2024
5689,15952.36,15793.64,4/1/2024
5690,15988.55,15829.45,4/2/2024
5691,16013.67,15854.33,4/3/2024
5692,16002.61,15843.39,4/4/2024
5693,15986.53,15827.47,4/5/2024
5694,15952.36,15793.64,4/16/2024
5695,16256.88,16095.12,4/17/2024
5696,16321.2,16158.8,4/18/2024
5697,16257.89,16096.11,4/19/2024
5698,16361.4,16198.6,4/22/2024
5699,16305.12,16142.88,4/23/2024
5700,16325.22,16162.78,4/24/2024
5701,16241.81,16080.19,4/25/2024
5702,16289.04,16126.96,4/26/2024
5703,16303.11,16140.89,4/29/2024
5704,16330.25,16167.75,4/30/2024
5705,16357.38,16194.62,5/2/2024
5706,16283.01,16120.99,5/3/2024
5707,16174.47,16013.53,5/6/2024
5708,16105.13,15944.88,5/7/2024
5709,16134.27,15973.73,5/8/2024
5710,16161.41,16000.59,5/13/2024
5711,16165.42,16004.58,5/14/2024
5712,16211.66,16050.34,5/15/2024
5713,16150.35,15989.65,5/16/2024
5714,16023.72,15864.28,5/17/2024
5715,16057.89,15898.11,5/20/2024
5716,16059.9,15900.1,5/21/2024
5717,16104.12,15943.88,5/22/2024
5718,16074.98,15915.02,5/27/2024
5719,16144.32,15983.68,5/28/2024
5720,16175.48,16014.52,5/29/2024
5721,16240.8,16079.2,5/30/2024
5722,16334.26,16171.74,5/31/2024
5723,16332.25,16169.75,6/3/2024
5724,16306.13,16143.88,6/4/2024
5725,16301.1,16138.9,6/5/2024
5726,16363.41,16200.59,6/6/2024
5727,16360.4,16197.6,6/7/2024
5728,16299.09,16136.91,6/10/2024
5729,16371.45,16208.55,6/11/2024
5730,16376.48,16213.52,6/12/2024
5731,16378.49,16215.51,6/13/2024
5732,16367.43,16204.57,6/14/2024
5733,16455.87,16292.13,6/19/2024
5734,16449.84,16286.16,6/20/2024
5735,16502.1,16337.9,6/21/2024
5736,16540.29,16375.71,6/24/2024
5737,16513.15,16348.84,6/25/2024
5738,16460.9,16297.1,6/26/2024
5739,16517.17,16352.83,6/27/2024
5740,16503.1,16338.9,6/28/2024
5741,16475.97,16312.03,7/1/2024
5742,16436.78,16273.23,7/2/2024
5743,16465.92,16302.08,7/3/2024
5744,16468.94,16305.07,7/4/2024
5745,16422.71,16259.3,7/5/2024
5746,16393.56,16230.44,7/8/2024
5747,16346.33,16183.67,7/9/2024
5748,16362.41,16199.59,7/10/2024
5749,16337.28,16174.72,7/11/2024
5750,16281,16119,7/12/2024
5751,16234.77,16073.23,7/15/2024
5752,16254.87,16093.13,7/16/2024
5753,16284.01,16121.99,7/17/2024
5754,16209.65,16048.35,7/18/2024
5755,16240.8,16079.2,7/19/2024
5756,16280,16118,7/22/2024
5757,16309.14,16146.86,7/23/2024
5758,16285.02,16122.98,7/24/2024
5759,16305.12,16142.88,7/25/2024
5760,16349.34,16186.66,7/26/2024
5761,16375.47,16212.53,7/29/2024
5762,16367.43,16204.57,7/30/2024
5763,16401.6,16238.4,7/31/2024
5764,16375.47,16212.53,8/1/2024
5765,16324.22,16161.78,8/2/2024
5766,16315.17,16152.83,8/5/2024
5767,16234.77,16073.23,8/6/2024
5768,16263.92,16102.08,8/7/2024
5769,16180.5,16019.5,8/8/2024
5770,16031.76,15872.24,8/9/2024
5771,15993.57,15834.43,8/12/2024
5772,16042.82,15883.18,8/13/2024
5773,15964.42,15805.58,8/14/2024
5774,15769.45,15612.55,8/15/2024
5775,15765.43,15608.57,8/16/2024
5776,15794.58,15637.42,8/19/2024
5777,15668.95,15513.05,8/20/2024
5778,15557.4,15402.6,8/21/2024
5779,15533.28,15378.72,8/22/2024
5780,15656.9,15501.1,8/23/2024
5781,15631.77,15476.23,8/26/2024
5782,15456.9,15303.1,8/27/2024
5783,15586.55,15431.45,8/28/2024
5784,15553.38,15398.62,8/29/2024
5785,15486.05,15331.95,8/30/2024
5786,15550.36,15395.64,9/2/2024
5787,15613.68,15458.32,9/3/2024
5788,15634.78,15479.22,9/4/2024
5789,15567.45,15412.55,9/5/2024
5790,15487.05,15332.95,9/6/2024
5791,15448.86,15295.14,9/9/2024
5792,15523.23,15368.77,9/10/2024
5793,15524.24,15369.76,9/11/2024
5794,15492.08,15337.92,9/12/2024
5795,15498.1,15343.9,9/13/2024
5796,15482.02,15327.98,9/17/2024
5797,15414.69,15261.31,9/18/2024
5798,15426.75,15273.25,9/19/2024
5799,15363.43,15210.57,9/20/2024
5800,15175.5,15024.5,9/23/2024
5801,15266.95,15115.05,9/24/2024
5802,15261.93,15110.07,9/25/2024
5803,15167.46,15016.54,9/26/2024
5804,15246.85,15095.15,9/27/2024
5805,15213.69,15062.31,9/30/2024
5806,15219.72,15068.28,10/1/2024
5807,15280.02,15127.98,10/2/2024
5808,15323.24,15170.76,10/3/2024
5809,15470.97,15317.03,10/4/2024
5810,15572.48,15417.52,10/7/2024
5811,15758.4,15601.6,10/8/2024
5812,15749.35,15592.65,10/9/2024
5813,15685.03,15528.97,10/10/2024
5814,15736.29,15579.71,10/11/2024
5815,15687.05,15530.95,10/14/2024
5816,15658.91,15503.09,10/15/2024
5817,15632.77,15477.23,10/16/2024
5818,15613.68,15458.32,10/17/2024
5819,15593.58,15438.42,10/18/2024
5820,15543.33,15388.67,10/21/2024
5821,15542.33,15387.67,10/22/2024
5822,15637.8,15482.2,10/23/2024
5823,15698.1,15541.9,10/24/2024
5824,15670.97,15515.03,10/25/2024
5825,15707.15,15550.85,10/28/2024
5826,15807.65,15650.35,10/29/2024
5827,15838.8,15681.2,10/30/2024
5828,15810.66,15653.34,10/31/2024
5829,15783.52,15626.48,11/1/2024
5830,15801.61,15644.39,11/4/2024
5831,15829.75,15672.25,11/5/2024
5832,15844.83,15687.17,11/6/2024
5833,15919.2,15760.8,11/7/2024
5834,15845.83,15688.17,11/8/2024
5835,15749.35,15592.65,11/11/2024
5836,15755.39,15598.61,11/12/2024
5837,15849.85,15692.15,11/13/2024
5838,15860.91,15703.09,11/14/2024
5839,15952.36,15793.64,11/15/2024
5840,15967.44,15808.56,11/18/2024
5841,15927.24,15768.76,11/19/2024
5842,15895.08,15736.92,11/20/2024
5843,15937.29,15778.71,11/21/2024
5844,16021.71,15862.29,11/22/2024
5845,15990.56,15831.44,11/25/2024
5846,15943.32,15784.68,11/26/2024
5847,16009.65,15850.35,11/28/2024
5848,15943.32,15784.68,11/29/2024
5849,15935.28,15776.72,12/2/2024
5850,15984.52,15825.48,12/3/2024
5851,16029.75,15870.25,12/4/2024
5852,16036.78,15877.22,12/5/2024
